identifiers,date,page
"Oral History , RG Number: RG-50.456.0001",interview: 1978,https://collections.ushmm.org/search/catalog/irn520401
"Oral History , Accession Number: 1993.A.0094.44 , RG Number: RG-50.150.0044",interview: 1978 January 08,https://collections.ushmm.org/search/catalog/irn510647
"Oral History , Accession Number: 1993.A.0094.3 , RG Number: RG-50.150.0003",interview: 1977 August 19,https://collections.ushmm.org/search/catalog/irn510606
"Oral History , Accession Number: 1989.346.75 , RG Number: RG-50.031.0075",interview: 1991 August 20,https://collections.ushmm.org/search/catalog/irn507505
"Oral History , Accession Number: 2011.71 , RG Number: RG-50.030.0619",interview: 2011 April 07,https://collections.ushmm.org/search/catalog/irn43244
"Oral History , Accession Number: 1989.346.29 , RG Number: RG-50.031.0029",interview: 1988 June 26,https://collections.ushmm.org/search/catalog/irn507461
"Oral History , Accession Number: 2008.373 , RG Number: RG-50.030.0559",interview: 2008 November 09,https://collections.ushmm.org/search/catalog/irn41509
"Oral History , Accession Number: 1992.A.0124.106 , RG Number: RG-50.028.0106",interview: 1996 February 03,https://collections.ushmm.org/search/catalog/irn508850
"Oral History , Accession Number: 2001.137.5 , RG Number: RG-50.010.0005",interview: 1978 November 10,https://collections.ushmm.org/search/catalog/irn508874
"Oral History , RG Number: RG-50.999.0569",interview: 2016 June 23,https://collections.ushmm.org/search/catalog/irn598682
"Oral History , Accession Number: 1999.A.0037.8 , RG Number: RG-50.479.0008",interview: 1990,https://collections.ushmm.org/search/catalog/irn513663
"Oral History , Accession Number: 1997.A.0441.871 , RG Number: RG-50.462.0871",interview: 1997 December 11,https://collections.ushmm.org/search/catalog/irn566494
"Oral History , Accession Number: 1997.A.0444.8 , RG Number: RG-50.467.0008",interview: 1995 July 15,https://collections.ushmm.org/search/catalog/irn513242
"Oral History , Accession Number: 1989.345.28 , RG Number: RG-50.005.0028",interview: 1983 May 01,https://collections.ushmm.org/search/catalog/irn503624
"Oral History , Accession Number: 1999.A.0297 , RG Number: RG-50.549.02.0051",interview: 1999 June 28,https://collections.ushmm.org/search/catalog/irn506720
"Oral History , Accession Number: 1998.A.0228 , RG Number: RG-50.549.02.0028",interview: 1998 November 22,https://collections.ushmm.org/search/catalog/irn506699
"Oral History , Accession Number: 1989.67.91 , RG Number: RG-50.012.0091",interview: 1988 May 31,https://collections.ushmm.org/search/catalog/irn506574
"Oral History , Accession Number: 1999.A.0122.790 , RG Number: RG-50.477.0790",interview: 1989 September 14,https://collections.ushmm.org/search/catalog/irn515738
"Oral History , Accession Number: 1999.A.0122.1437 , RG Number: RG-50.477.1437",interview: 1983 April 11,https://collections.ushmm.org/search/catalog/irn47708
"Oral History , Accession Number: 1999.A.0122.1392 , RG Number: RG-50.477.1392",interview: 1983 April 12,https://collections.ushmm.org/search/catalog/irn47686
"Oral History , Accession Number: 1999.A.0122.1412 , RG Number: RG-50.477.1412",interview: 1983 April 12,https://collections.ushmm.org/search/catalog/irn47736
"Oral History , Accession Number: 1999.A.0122.1301 , RG Number: RG-50.477.1301",interview: 1981 June,https://collections.ushmm.org/search/catalog/irn47570
"Oral History , RG Number: RG-50.030.0392",interview: 1998 May 21,https://collections.ushmm.org/search/catalog/irn506448
"Oral History , Accession Number: 1994.A.0447.23 , RG Number: RG-50.042.0023",interview: 1992 February 18,https://collections.ushmm.org/search/catalog/irn505576
"Oral History , Accession Number: 2013.136.1 , RG Number: RG-50.106.0209",interview: 2013 July 17,https://collections.ushmm.org/search/catalog/irn68780
"Oral History , RG Number: RG-50.030.0183",interview: 1990 October 12,https://collections.ushmm.org/search/catalog/irn504679
"Oral History , Accession Number: 1998.A.0131 , RG Number: RG-50.106.0103",interview: 1998 May 19,https://collections.ushmm.org/search/catalog/irn506675
"Oral History , Accession Number: 2016.82.5 , RG Number: RG-50.926.0005",interview: 2015 September 10,https://collections.ushmm.org/search/catalog/irn538194
"Oral History , Accession Number: 1992.A.0125.111 , RG Number: RG-50.233.0111",Unknown,https://collections.ushmm.org/search/catalog/irn509193
"Oral History , Accession Number: 1997.A.0441.87 , RG Number: RG-50.462.0087",interview: 1999 October 19,https://collections.ushmm.org/search/catalog/irn508728
"Oral History , Accession Number: 2012.148.1 , RG Number: RG-50.030.0662",interview: 2012 August 03-2012 October 25,https://collections.ushmm.org/search/catalog/irn47382
"Oral History , Accession Number: 2013.57.1 , RG Number: RG-50.030.0691",interview: 2013 April 26,https://collections.ushmm.org/search/catalog/irn55166
"Oral History , Accession Number: 1999.A.0146 , RG Number: RG-50.106.0117",interview: 1999 June 08,https://collections.ushmm.org/search/catalog/irn506629
"Oral History , Accession Number: 1989.A.0353 , RG Number: RG-50.030.0244",interview: 1989 November 16,https://collections.ushmm.org/search/catalog/irn504728
"Oral History , Accession Number: 2019.402.1 , RG Number: RG-90.103.0001",interview: 1980 November-1981 February,https://collections.ushmm.org/search/catalog/irn709397
"Oral History , Accession Number: 1992.A.0128.68 , RG Number: RG-50.165.0068",interview: 1989 July 26,https://collections.ushmm.org/search/catalog/irn511293
"Oral History , Accession Number: 1995.A.1285.3 , RG Number: RG-50.149.0003",interview: 1986 January 06,https://collections.ushmm.org/search/catalog/irn510811
"Oral History , Accession Number: 2001.137.72 , RG Number: RG-50.010.0072",interview: 1981 May 07,https://collections.ushmm.org/search/catalog/irn508941
"Oral History , RG Number: RG-50.999.0691",interview: 2019 May 09,https://collections.ushmm.org/search/catalog/irn713257
"Oral History , Accession Number: 1997.A.0441.107 , RG Number: RG-50.462.0107",interview: 1981 February 23,https://collections.ushmm.org/search/catalog/irn515626
"Oral History , Accession Number: 2014.60.1 , RG Number: RG-50.030.0751",interview: 2014 May 16,https://collections.ushmm.org/search/catalog/irn82916
"Oral History , Accession Number: 1999.A.0122.764 , RG Number: RG-50.477.0764",interview: 1990 November 07,https://collections.ushmm.org/search/catalog/irn515702
"Oral History , Accession Number: 1993.A.0089.34 , RG Number: RG-50.155.0034",interview: 1999 August 12,https://collections.ushmm.org/search/catalog/irn513460
"Oral History , Accession Number: 1999.A.0122.1434 , RG Number: RG-50.477.1434",interview: 1983 April 14,https://collections.ushmm.org/search/catalog/irn47761
"Oral History , Accession Number: 1999.A.0122.1230 , RG Number: RG-50.477.1230",interview: 1985 January 29,https://collections.ushmm.org/search/catalog/irn45964
"Oral History , Accession Number: 2000.169 , RG Number: RG-50.030.0409",interview: 2000 September 21,https://collections.ushmm.org/search/catalog/irn507299
"Oral History , Accession Number: 2001.144 , RG Number: RG-50.030.0413",interview: 2001 July 17,https://collections.ushmm.org/search/catalog/irn508800
"Oral History , Accession Number: 2012.49.1 , RG Number: RG-50.030.0657",interview: 2012 April 30,https://collections.ushmm.org/search/catalog/irn47099
"Oral History , Accession Number: 1992.A.0125.84 , RG Number: RG-50.233.0084",interview: 1992 April 20,https://collections.ushmm.org/search/catalog/irn509167
"Oral History , Accession Number: 1995.A.1286.7 , RG Number: RG-50.405.0007",interview: 1990 March 14,https://collections.ushmm.org/search/catalog/irn511652
"Oral History , Accession Number: 1993.188.1 , RG Number: RG-50.365.0001",interview: 1989 February 22,https://collections.ushmm.org/search/catalog/irn520423
"Oral History , Accession Number: 2010.83 , RG Number: RG-50.030.0565",interview: 2010 February 22,https://collections.ushmm.org/search/catalog/irn41515
"Oral History , Accession Number: 2001.137.46 , RG Number: RG-50.010.0046",interview: 1980 June 11,https://collections.ushmm.org/search/catalog/irn508915
"Oral History , RG Number: RG-50.999.0528",interview: 2015 July 09,https://collections.ushmm.org/search/catalog/irn598641
"Oral History , RG Number: RG-50.999.0453",interview: 2014 March 26,https://collections.ushmm.org/search/catalog/irn598566
"Oral History , RG Number: RG-50.999.0657",interview: 2018 June 20,https://collections.ushmm.org/search/catalog/irn706921
"Oral History , RG Number: RG-50.999.0631",interview: 2018 March 14,https://collections.ushmm.org/search/catalog/irn706895
"Oral History , Accession Number: 1998.A.0108 , RG Number: RG-50.549.02.0015",interview: 1998 June 02,https://collections.ushmm.org/search/catalog/irn506661
"Oral History , Accession Number: 1999.A.0122.453 , RG Number: RG-50.477.0453",interview: 1990 March 03interview: 1990 March 31,https://collections.ushmm.org/search/catalog/irn512338
"Oral History , Accession Number: 1999.A.0122.1349 , RG Number: RG-50.477.1349",interview: 1983 April 13,https://collections.ushmm.org/search/catalog/irn47628
"Oral History , Accession Number: 1999.A.0122.1290 , RG Number: RG-50.477.1290",interview: 1986 May 15,https://collections.ushmm.org/search/catalog/irn46028
"Oral History , Accession Number: 2014.59.1 , RG Number: RG-50.771.0001",interview: approximately 1984,https://collections.ushmm.org/search/catalog/irn82917
"Oral History , Accession Number: 2018.303.1 , RG Number: RG-50.030.0977",interview: 2018 June 29-2018 July 01,https://collections.ushmm.org/search/catalog/irn619022
"Oral History , Accession Number: 2014.233.1 , RG Number: RG-50.106.0230",interview: 2014 August 29,https://collections.ushmm.org/search/catalog/irn86148
"Oral History , Accession Number: 2006.219 , RG Number: RG-50.030.0508",interview: 2006 August 01,https://collections.ushmm.org/search/catalog/irn518490
"Oral History , Accession Number: 1992.A.0128.35 , RG Number: RG-50.165.0035",interview: 1989 July 02,https://collections.ushmm.org/search/catalog/irn511263
"Oral History , RG Number: RG-50.148.0010",Unknown,https://collections.ushmm.org/search/catalog/irn510180
"Oral History , Accession Number: 1990.481.27 , RG Number: RG-50.062.0027",interview: 1988 January 10,https://collections.ushmm.org/search/catalog/irn511078
"Oral History , RG Number: RG-50.999.0618",interview: 2017 July 12,https://collections.ushmm.org/search/catalog/irn598731
"Oral History , RG Number: RG-50.999.0433",interview: 2013 June 13,https://collections.ushmm.org/search/catalog/irn598546
"Oral History , Accession Number: 2022.9.26 , RG Number: RG-90.217.0026",Unknown,https://collections.ushmm.org/search/catalog/irn734867
"Oral History , Accession Number: 2020.210.62 , RG Number: RG-90.121.0062",Unknown,https://collections.ushmm.org/search/catalog/irn716167
"Oral History , Accession Number: 1999.A.0122.1160 , RG Number: RG-50.477.1160",interview: 2006 June 24,https://collections.ushmm.org/search/catalog/irn45859
"Oral History , Accession Number: 1999.A.0122.1299 , RG Number: RG-50.477.1299",interview: 1983 April 12,https://collections.ushmm.org/search/catalog/irn47568
"Oral History , Accession Number: 1999.A.0122.1303 , RG Number: RG-50.477.1303",interview: 1983 April 11,https://collections.ushmm.org/search/catalog/irn47575
"Film , Accession Number: 1996.166 , RG Number: RG-60.5062 , Film ID: 3871, 3872, 3873, 3874, 3586",Event: Winter 1978-1979Production: 1985,https://collections.ushmm.org/search/catalog/irn1004819
"Oral History , Accession Number: 1996.A.0121 , RG Number: RG-50.030.0428",interview: 1996 April 22,https://collections.ushmm.org/search/catalog/irn504901
"Oral History , Accession Number: 2014.191.40 , RG Number: RG-50.751.0040",interview: 1994 March 26,https://collections.ushmm.org/search/catalog/irn560490
"Oral History , Accession Number: 2016.83.5 , RG Number: RG-50.920.0005",interview: 2003 September 17,https://collections.ushmm.org/search/catalog/irn538181
"Oral History , Accession Number: 2016.82.3 , RG Number: RG-50.926.0003",interview: 2012 May 23,https://collections.ushmm.org/search/catalog/irn538191
"Oral History , Accession Number: 2008.276 , RG Number: RG-50.030.0527",interview: 2008 November 17,https://collections.ushmm.org/search/catalog/irn36962
"Oral History , Accession Number: 1990.434.1 , RG Number: RG-50.030.0122",interview: 1990 September 04,https://collections.ushmm.org/search/catalog/irn504616
"Oral History , Accession Number: 2012.149.1 , RG Number: RG-50.030.0663",interview: 2012 August 08,https://collections.ushmm.org/search/catalog/irn47383
"Oral History , Accession Number: 1999.A.0216 , RG Number: RG-50.106.0126",interview: 1999 August 24,https://collections.ushmm.org/search/catalog/irn506637
"Oral History , Accession Number: 1990.443.1 , RG Number: RG-50.030.0083",interview: 1990 January 16,https://collections.ushmm.org/search/catalog/irn504578
"Oral History , Accession Number: 1997.A.0441.50 , RG Number: RG-50.462.0050",interview: 1990 May 27,https://collections.ushmm.org/search/catalog/irn508670
"Oral History , Accession Number: 1997.A.0441.7 , RG Number: RG-50.462.0007",interview: 1984 October 24,https://collections.ushmm.org/search/catalog/irn508628
"Oral History , Accession Number: 1992.A.0128.13 , RG Number: RG-50.165.0013",interview: 1989 July 26,https://collections.ushmm.org/search/catalog/irn511235
"Oral History , Accession Number: 1992.A.0126.27 , RG Number: RG-50.156.0027",interview: 1987 March 12,https://collections.ushmm.org/search/catalog/irn510681
"Oral History , Accession Number: 1995.A.1284.21 , RG Number: RG-50.147.0021",interview: 1983 May 19,https://collections.ushmm.org/search/catalog/irn510773
"Oral History , RG Number: RG-50.999.0592",interview: 2017 April 12,https://collections.ushmm.org/search/catalog/irn598705
"Oral History , RG Number: RG-50.999.0613",interview: 2017 June 22,https://collections.ushmm.org/search/catalog/irn598726
